	batch order	entry name	function	keywords	ec number	similar hits (close to same %id of highest from either e. coli or phage)	my comments	internal name	internal group	ami rank	fol rank	mac rank	tet rank	oth rank	Unnamed: 23	total	count uncharacterized	count comments	count no results	count not confident	>= 95%	>= 90%	>= 75%	>= 50%	Unnamed: 0	rank	group_name	Gene	Non-unique Gene name	Annotation	entry	protein names	protein families	gene names	organism	length (aa)	identity (%)	score	evalue	No. isolates	No. sequences	Avg sequences per isolate	Min group size nuc	Max group size nuc	Avg group size nuc
1900																									3491	23	yiaY	gntP		gluconate / fructuronate transporter GntP										502	502	1	230	1343	1337
1901																									5000	23	yiaY	group_310	insAB-1_1	InsAB' transposase										195	418	2.15	209	503	342
1902																									3909	23	yiaY	glnL_2		NtrB										389	389	1	401	1826	1805
1903																									3907	23	yiaY	group_68495		tRNA-Asn(gtt)										389	389	1	75	75	75
1904																									4038	23	yiaY	insF-1_1		hypothetical protein										352	1550	4.41	131	953	671
1905																									6539	23	yiaY	mtnA		Methylthioribose-1-phosphate isomerase										111	111	1	719	1115	1099
1906																									7630	23	yiaY	tpd		34 kDa membrane antigen										85	85	1	527	2507	550
1907																									4991	23	yiaY	group_3919		hypothetical protein										196	196	1	551	1052	1048
1908																									5074	23	yiaY	group_4495	yjiC	hypothetical protein										189	189	1	422	842	692
1909																									3258	23	yiaY	yiaY		putative Fe-containing alcohol dehydrogenase										571	574	1.01	173	1151	1138
1910																									5820	23	yiaY	group_68893	insC-1_3	IS2 element protein InsA										142	143	1.01	380	380	380
1911																									5460	23	yiaY	group_8963	yeeJ_2	adhesin										162	162	1	311	1727	538
1912																									4988	23	yiaY	entE_1		enterobactin synthase multienzyme complex										196	196	1	284	1577	1567
1913																									6353	23	yiaY	fucA_2		L-fuculose-phosphate aldolase										117	117	1	302	641	624
1914																									6681	23	yiaY	mtnK		Methylthioribose kinase										106	106	1	158	1259	1232
1915																									7165	23	yiaY	group_1799	cbtA_3	CP4-44 prophage; toxin of the CbtA-CbeA toxin-antitoxin system										94	97	1.04	236	377	373
1916																									4525	23	yiaY	yeeJ_2		adhesin										257	257	1	392	926	740
1917																									4944	23	yiaY	group_15056		hypothetical protein										201	201	1	167	1370	1054
1918																									5882	23	yiaY	group_20756		hypothetical protein										138	138	1	131	236	226
1919																									4756	23	yiaY	group_7845	fadD_2	fatty acyl-CoA synthetase										228	228	1	137	6116	5901
1920																									4501	23	yiaY	group_28982		hypothetical protein										261	261	1	272	1100	1096
1921																									3993	23	yiaY	group_2956		hypothetical protein										366	366	1	278	4436	3966
1922																									6668	23	yiaY	insB-1_2		IS1 protein InsB										107	111	1.04	209	515	260
1923																									5039	23	yiaY	group_9553	yjjL	galactonate:H  symporter										192	192	1	263	1361	1330
1924																									7562	23	yiaY	nqrC		Na( )-translocating NADH-quinone reductase subunit C										87	87	1	761	761	761
1925																									4653	23	yiaY	group_32606		hypothetical protein										241	241	1	257	257	257
1926																									4104	23	yiaY	yfbL		putative peptidase										336	336	1	290	974	873
1927																									7455	23	yiaY	group_32806		hypothetical protein										89	89	1	1265	1379	1377
1928																									4467	23	yiaY	group_4200	insN-1_1	CP4-6 prophage; partial regulator of insertion element IS911A										264	448	1.7	89	368	312
1929																									5016	23	yiaY	yfjX_1		CP4-57 prophage; predicted antirestriction protein										193	229	1.19	158	818	480
1930																									4456	23	yiaY	group_13320	intB_1	KpLE2 phage-like element; predicted integrase										266	266	1	428	1262	1085
1931																									5400	23	yiaY	group_11919	mdtM	multidrug efflux transporter MdtM										165	165	1	455	1259	1233
1932																									4072	23	yiaY	group_5259	yfaA	putative protein										343	343	1	401	1688	1630
1933																									6194	23	yiaY	group_3923		hypothetical protein										123	127	1.04	143	590	562
1934																									3346	23	yiaY	group_68487		tRNA-Asn(gtt)										543	558	1.03	75	75	75
1935																									5873	23	yiaY	group_6852		hypothetical protein										139	139	1	272	467	400
1936																									5638	23	yiaY	yeeW_2		CP4-44 prophage; predicted protein										151	227	1.51	101	491	261
1937																									6955	23	yiaY	group_4959		hypothetical protein										100	100	1	326	602	593
1938																									6099	23	yiaY	waaB		UDP-D-galactose:(glucosyl)lipopolysaccharide-1,6-D-galactosyltransferase										127	127	1	878	1079	1077
1939																									5368	23	yiaY	group_2150	yjgL	putative protein										168	168	1	125	1814	1279
1940																									4714	23	yiaY	yeeJ_3		adhesin										232	234	1.01	476	2258	1463
1941																									3995	23	yiaY	group_68480		tRNA-Asn(gtt)										366	367	1.01	75	75	75
1942																									6084	23	yiaY	group_15127	ydaV_2	Rac prophage; predicted DNA replication protein										128	285	2.23	200	746	723
1943																									5858	23	yiaY	group_5340		hypothetical protein										140	265	1.9	224	1523	1461
1944																									4498	23	yiaY	pikAV		Thioesterase PikA5										261	261	1	320	803	798
1945																									7036	23	yiaY	group_68681		hypothetical protein										98	98	1	347	347	347
1946																									6128	23	yiaY	group_32803		hypothetical protein										126	126	1	209	287	285
1947																									7501	23	yiaY	yeeT_3		CP4-44 prophage; predicted protein										88	90	1.03	125	221	219
1948																									6656	23	yiaY	group_23903	fecR	regulator for fec operon, periplasmic										107	107	1	953	953	953
1949																									3946	23	yiaY	insO-1		Insertion element IS6110 uncharacterized 12.0 kDa protein										377	1265	3.36	101	887	322
1950																									4054	23	yiaY	group_3017	yhiL	putative protein										348	348	1	377	1703	1360
1951																									4929	23	yiaY	group_17836	yjiM	hypothetical protein										203	203	1	212	1151	1141
1952																									4116	23	yiaY	yjiR		putative regulator										333	333	1	641	1412	1400
1953																									3610	23	yiaY	yjjL		galactonate:H  symporter										471	471	1	224	1412	1340
1954																									3951	23	yiaY	atoB		acetyl-CoA acetyltransferase										376	376	1	320	1184	1169
1955																									4578	23	yiaY	trpE_2		anthranilate synthase component I										251	251	1	266	1304	1298
1956																									4709	23	yiaY	group_5411	yhiJ	putative protein										233	233	1	194	1622	1543
1957																									5347	23	yiaY	insO-2_2		KpLE2 phage-like element; partial transposase										169	377	2.24	122	653	552
1958																									6999	23	yiaY	group_4034	yeeS_1	CP4-44 prophage; predicted DNA repair protein										99	101	1.03	476	911	480
1959																									5925	23	yiaY	group_5011		hypothetical protein										136	341	2.51	179	1589	1469
1960																									5065	23	yiaY	group_38156		hypothetical protein										190	190	1	158	158	158
1961																									3769	23	yiaY	group_3910		hypothetical protein										424	427	1.01	155	1070	906
2023																									4430	27	yhdW	group_17850		hypothetical protein										270	270	1	167	794	580
2024																									3529	27	yhdW	aldB		acetaldehyde dehydrogenase										492	492	1	464	1538	1531
2025																									3826	27	yhdW	group_4325		hypothetical protein										411	411	1	167	2645	2230
2026																									4440	27	yhdW	fepC_1		ferric enterobactin ABC transporter - ATP binding subunit										269	269	1	662	818	808
2027																									3525	27	yhdW	paaF		putative 2,3-dehydroadipyl-CoA hydratase										493	493	1	506	767	765
2028																									3532	27	yhdW	group_68674		tRNA-Arg(acg)										492	492	1	76	76	76
2029																									4436	27	yhdW	group_18997		hypothetical protein										269	269	1	140	140	140
2030																									3821	27	yhdW	group_25961		hypothetical protein										412	412	1	185	461	460
2031																									4441	27	yhdW	fhuD_1		Iron(3 )-hydroxamate-binding protein FhuD										269	269	1	947	947	947
2032																									3526	27	yhdW	paaB		ring 1,2-phenylacetyl-CoA epoxidase subunit										493	493	1	287	287	287
2033																									3527	27	yhdW	paaC		ring 1,2-phenylacetyl-CoA epoxidase, structural subunit										493	493	1	623	746	744
2034																									4442	27	yhdW	fhuA_1		ferrichrome / phage / antibiotic outer membrane porin FhuA										269	269	1	2141	2141	2141
2035																									4438	27	yhdW	yebK_2		putative DNA-binding transcriptional regulator										269	269	1	887	887	887
2036																									4439	27	yhdW	fecD_3		ferric dicitrate ABC transporter - membrane subunit										269	269	1	1037	1049	1044
2037																									3272	27	yhdW	avtA		valine-pyruvate aminotransferase										566	566	1	869	1589	1252
2038																									3538	27	yhdW	mngA		2-O-alpha-mannosyl-D-glycerate PTS permease										491	491	1	281	1916	1861
2039																									5329	27	yhdW	fimB_1		regulator for fimA										170	170	1	290	611	559
2040																									3563	27	yhdW	nupC		nucleoside:H  symporter NupC										483	483	1	143	1202	1199
2041																									3562	27	yhdW	gfcD		putative lipoprotein										483	483	1	1295	2102	2086
2042																									4383	27	yhdW	group_18828	parE	topoisomerase IV subunit B										279	279	1	188	1895	1880
2043																									3780	27	yhdW	ecpA		E. coli common pilus - major subunit; cryptic										420	420	1	218	635	586
2044																									3559	27	yhdW	pbpC		peptidoglycan glycosyltransferase										485	485	1	644	2312	2290
2045																									4386	27	yhdW	group_7718	yciW	putative oxidoreductase										279	279	1	272	1127	1113
2046																									4387	27	yhdW	ccdB_1		Toxin CcdB										278	278	1	116	314	278
2047																									4388	27	yhdW	group_18602	betB	betaine aldehyde dehydrogenase										278	278	1	647	1472	1452
2048																									4389	27	yhdW	ccdA_1		Antitoxin CcdA										278	278	1	233	233	233
2049																									3558	27	yhdW	paaX		PaaX DNA-binding transcriptional repressor										485	485	1	950	950	950
2050																									3150	27	yhdW	betT		choline:H  symporter										603	603	1	1382	2033	2031
2051																									3556	27	yhdW	tynA		copper-containing amine oxidase										486	486	1	500	2273	2232
2052																									3413	27	yhdW	ygiD		putative dioxygenase										522	522	1	371	815	813
2053																									3148	27	yhdW	abgB		p-aminobenzoyl-glutamate hydrolase subunit B										604	604	1	482	1445	1434
2054																									3554	27	yhdW	paaI		hydroxyphenylacetyl-CoA thioesterase										486	486	1	353	422	421
2055																									4397	27	yhdW	group_17852	betA	choline dehydrogenase										277	277	1	764	1688	1660
2056																									4750	27	yhdW	group_20449	cirA_1	outer membrane receptor involved in uptake of ferric dihyroxybenzoylserine										228	228	1	1544	1982	1980
2057																									3550	27	yhdW	paaZ		oxepin-CoA hydrolase/3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase										487	487	1	1748	2051	2044
2058																									3389	27	yhdW	araC		AraC-Arabinose DNA-binding transcriptional activator										529	529	1	389	878	874
2059																									4020	27	yhdW	yeeJ_1		adhesin										357	357	1	209	4256	4104
2060																									3547	27	yhdW	paaD		phenylacetate degradation protein										487	487	1	413	1574	499
2061																									4018	27	yhdW	group_14515	ykgE	putative oxidoreductase										357	357	1	284	749	710
